actor;director;genre;movie_id;name;rating;runtime;votes;year;release_date;index;video_id;view_count;like_count;dislike_count;comment_count;budget;revenue;is_sequel;mpaa;screen_count;season;seasonality;like_ratio;is_profitable;revenue_range;polarity_tb;w_polarity_tb;count_pos_tb;count_neg_tb;polarity_sia;w_polarity_sia;count_pos_sia;count_neg_sia;polarity_avg;w_polarity_avg;pos_neg_ratio;pos_neg_ratio_1;pos_neg_ratio_3;pos_neg_ratio_5
Tony Shalhoub, Barry Corbin, Katie Aselton, Vanessa Branch;Michael Matzdorff;Comedy;tt1354687;Feed the Fish;6.0;92.0;401.0;2009.0;25 January 2011 (USA);1268;s01eNi4HyTA;5452.0;11.0;1.0;1.0;240000.0;101160.0;0;Not Rated;4;Winter;0.1557;6.0;False;I;0.2;0.2;1.0;0.0;0.1513;0.1513;1.0;0.0;0.17565;0.17565;2.0;2.0;1.0;1.0
Kuno Becker, Miguel Sandoval, Rubén Blades, Persia White;Victor Nunez;Drama;tt1212443;Spoken Word;6.7;116.0;84.0;2009.0;1 March 2009 (USA);1875;gXDf4OP3Rnw;7300.0;26.0;1.0;5.0;4500000.0;32728.0;0;Not Rated;4;Winter;0.1557;13.5;False;I;0.37217261904761906;0.37217261904761906;4.0;0.0;0.77385;0.77385;4.0;0.0;0.5730113095238095;0.5730113095238095;5.0;5.0;5.0;5.0
Jean Dujardin, Bérénice Bejo, John Goodman, James Cromwell;Michel Hazanavicius;Comedy, Drama, Romance;tt1655442;The Artist;7.9;100.0;214155.0;2011.0;20 January 2012 (USA);99;sPSJYXi7BWA;11212767.0;38170.0;869.0;2836.0;15000000.0;44671682.0;0;PG-13;1756;Winter;0.1557;43.87471264367816;True;E;0.23914692255127612;0.2971841429433829;690.0;235.0;0.2566883225208531;0.31707297285540287;755.0;324.0;0.2479176225360646;0.30712855789939286;2.3261538461538462;2.3941368078175898;2.827433628318584;3.141843971631206
Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo, Ben Kingsley;Martin Scorsese;Mystery, Thriller;tt1130884;Shutter Island;8.1;138.0;975008.0;2010.0;19 February 2010 (USA);7;YDGldPitxic;375224.0;1334.0;53.0;98.0;80000000.0;128012934.0;0;R;3356;Winter;0.1557;24.72222222222222;True;C;0.17307162534435266;-0.22681977234692893;15.0;7.0;0.12554399999999993;0.017363610315186222;14.0;11.0;0.1493078126721763;-0.10472808101587136;1.25;1.3636363636363635;1.4;1.7142857142857142
Denzel Washington, Mila Kunis, Ray Stevenson, Gary Oldman;Albert Hughes, Allen Hughes;Action, Adventure, Drama;tt1037705;The Book of Eli;6.9;118.0;265135.0;2010.0;15 January 2010 (USA);35;kAMUv22y1og;3200427.0;4170.0;303.0;2201.0;80000000.0;94835059.0;0;R;3111;Winter;0.1557;13.720394736842104;True;D;0.14415363399357944;0.1844762045629597;953.0;436.0;0.10366230717639148;0.11102723911257192;878.0;613.0;0.12390797058498546;0.1477517218377658;1.4315960912052117;1.4375;1.4579256360078279;1.4461942257217848
Ryan Gosling, Michelle Williams, John Doman, Faith Wladyka;Derek Cianfrance;Drama, Romance;tt1120985;Blue Valentine;7.4;112.0;166536.0;2010.0;28 January 2011 (USA);42;aILx69WrRhQ;586092.0;1797.0;67.0;87.0;3500000.0;9737892.0;0;R;450;Winter;0.1557;26.441176470588236;True;H;0.2105367426442121;0.170698189045592;27.0;14.0;0.01755777777777778;-0.2876568468468469;24.0;21.0;0.11404726021099494;-0.058479328900627445;1.1363636363636365;1.0952380952380953;1.0;1.0588235294117647
Amy Adams, Matthew Goode, Adam Scott, John Lithgow;Anand Tucker;Comedy, Romance;tt1216492;Leap Year;6.5;100.0;84075.0;2010.0;8 January 2010 (USA);118;HrlQBsd8LsE;2448887.0;7656.0;212.0;531.0;19000000.0;25918920.0;0;PG;2512;Winter;0.1557;35.948356807511736;True;F;0.32442025772892596;0.28956661447071835;204.0;44.0;0.3768011363636363;0.28499981425586257;201.0;63.0;0.3506106970462811;0.28728321436329046;3.15625;3.35;4.2727272727272725;4.228571428571429
Mel Gibson, Ray Winstone, Danny Huston, Bojana Novakovic;Martin Campbell;Crime, Drama, Mystery;tt1226273;Edge of Darkness;6.6;117.0;83575.0;2010.0;29 January 2010 (USA);128;MxK__2MGm7A;1577769.0;1358.0;92.0;421.0;80000000.0;43313890.0;0;R;3066;Winter;0.1557;14.612903225806452;False;E;0.2842339810401198;0.25430701693662167;199.0;69.0;0.22346341463414604;0.28723177966101693;191.0;96.0;0.25384869783713293;0.2707693982988193;1.9793814432989691;2.1222222222222222;2.175;2.1228070175438596
James Franco, Amber Tamblyn, Kate Mara, Sean Bott;Danny Boyle;Adventure, Biography, Drama;tt1542344;127 Hours;7.6;94.0;317290.0;2010.0;28 January 2011 (USA);130;OlhLOWTnVoQ;11431899.0;30110.0;704.0;8426.0;18000000.0;18335230.0;0;R;916;Winter;0.1557;42.71063829787234;True;G;0.28146802117448666;0.2984242773018522;3666.0;1050.0;0.23708466715168997;0.21020850949672715;3612.0;1886.0;0.2592763441630883;0.2543163933992897;1.9146793852676205;1.9579646017699115;2.1632513661202184;3.3132867132867134
Benicio Del Toro, Anthony Hopkins, Emily Blunt, Simon Merrells;Joe Johnston;Drama, Fantasy, Horror;tt0780653;The Wolfman;5.8;103.0;96627.0;2010.0;12 February 2010 (USA);132;5JB1NY2xut8;893376.0;2314.0;115.0;487.0;150000000.0;61979680.0;0;R;3223;Winter;0.1557;19.95689655172414;False;E;0.26540025274571294;0.3018677089732404;215.0;63.0;0.25371049180327837;0.3259915384615385;217.0;88.0;0.25955537227449565;0.3139296237173894;2.449438202247191;2.488095238095238;2.7794117647058822;2.63265306122449
Garrett Hedlund, Gwyneth Paltrow, Leighton Meester, Tim McGraw;Shana Feste;Drama, Music;tt1555064;Country Strong;6.3;117.0;16059.0;2010.0;7 January 2011 (USA);136;UhHRlpLuU7A;97558.0;210.0;21.0;28.0;15000000.0;20218921.0;0;PG-13;1441;Winter;0.1557;9.590909090909092;True;F;0.13993675595238098;0.3236528822055138;9.0;7.0;0.2973888888888888;0.42339999999999994;12.0;6.0;0.2186628224206349;0.3735264411027569;1.8571428571428572;2.6;3.0;3.0
Channing Tatum, Amanda Seyfried, Richard Jenkins, Henry Thomas;Lasse Hallström;Drama, Romance, War;tt0989757;Dear John;6.3;108.0;125244.0;2010.0;5 February 2010 (USA);140;r0fq5dd0C60;10764989.0;28868.0;773.0;4482.0;25000000.0;80014842.0;0;PG-13;3062;Winter;0.1557;37.298449612403104;True;D;0.3013770690347682;0.19255829469355001;2073.0;568.0;0.2844391289893621;0.1386701661022416;2088.0;920.0;0.29290809901206516;0.1656142303978958;2.268186753528773;2.3171007927519818;2.488681757656458;3.628498727735369
Kristen Bell, Josh Duhamel, Anjelica Huston, Danny DeVito;Mark Steven Johnson;Comedy, Romance;tt1185416;When in Rome;5.6;91.0;56518.0;2010.0;29 January 2010 (USA);148;gsb8U014Hs0;5222335.0;11508.0;691.0;157.0;55000000.0;32669555.0;0;PG-13;2456;Winter;0.1557;16.63150289017341;False;F;0.27178173837733055;0.05456238922994875;82.0;28.0;0.32985087719298223;0.03270682529743269;86.0;28.0;0.3008163077851564;0.04363460726369072;3.0;3.0714285714285716;3.4782608695652173;3.875
Bruce Willis, Tracy Morgan, Juan Carlos Hernández, Cory Fernandez;Kevin Smith;Action, Comedy, Crime;tt1385867;Cop Out;5.6;107.0;80736.0;2010.0;26 February 2010 (USA);166;NAH8qgVY9jE;714996.0;1814.0;101.0;94.0;37000000.0;44875481.0;0;R;3150;Winter;0.1557;17.794117647058822;True;E;0.2169071250748727;0.22272220784449046;39.0;14.0;0.17329152542372883;0.4044415492957746;38.0;21.0;0.19509932524930076;0.31358187857013253;1.7727272727272727;1.7619047619047619;2.2;1.9
Dwayne Johnson, Ashley Judd, Julie Andrews, Stephen Merchant;Michael Lembeck;Comedy, Family, Fantasy;tt0808510;Tooth Fairy;5.0;101.0;36777.0;2010.0;22 January 2010 (USA);188;JqnjK79fGSw;2887081.0;4232.0;581.0;806.0;48000000.0;60022256.0;0;PG;3345;Winter;0.1557;7.27319587628866;True;E;0.19571119134257484;0.13734936823010788;330.0;137.0;0.20523972055888215;0.13986312563840655;337.0;164.0;0.2004754559507285;0.13860624693425722;2.0484848484848484;2.1225806451612903;2.183206106870229;2.010204081632653
Radha Mitchell, Timothy Olyphant, Danielle Panabaker, Joe Anderson;Breck Eisner;Horror, Thriller;tt0455407;The Crazies;6.5;101.0;102985.0;2010.0;26 February 2010 (USA);222;J7w9uWFIMBs;2873465.0;5437.0;241.0;2072.0;20000000.0;39123589.0;0;R;2479;Winter;0.1557;22.47107438016529;True;F;0.053856964717273005;0.16211201612732867;693.0;526.0;0.04603003891050578;0.22749981153411228;677.0;608.0;0.04994350181388939;0.1948059138307205;1.1133004926108374;1.1267123287671232;1.1408730158730158;1.4426877470355732
Jackie Chan, Amber Valletta, Billy Ray Cyrus, Madeline Carroll;Brian Levant;Action, Comedy, Family;tt1273678;The Spy Next Door;5.5;94.0;35889.0;2010.0;15 January 2010 (USA);262;fa2RZf0m39g;388512.0;654.0;79.0;85.0;28000000.0;24268828.0;0;PG;2924;Winter;0.1557;8.1875;False;F;0.25725530979437233;0.3152056156269325;36.0;10.0;0.2898826086956522;0.20054999999999995;33.0;13.0;0.27356895924501223;0.25787780781346625;2.4285714285714284;2.5384615384615383;3.0;3.142857142857143
Nicole Kidman, Aaron Eckhart, Dianne Wiest, Miles Teller;John Cameron Mitchell;Drama;tt0935075;Rabbit Hole;7.0;91.0;44808.0;2010.0;28 January 2011 (USA);284;8V5904uauqg;501669.0;744.0;71.0;113.0;5000000.0;2229058.0;0;PG-13;131;Winter;0.1557;10.347222222222221;False;H;0.1315583676341873;0.043278354798877185;35.0;26.0;0.11266615384615385;0.05160409836065572;36.0;29.0;0.12211226074017056;0.04744122657976645;1.2333333333333334;1.2413793103448276;1.2916666666666667;2.875
Ben Affleck, Chris Cooper, Tommy Lee Jones, Suzanne Rico;John Wells;Drama;tt1172991;The Company Men;6.8;104.0;40459.0;2010.0;11 February 2011 (USA);302;GrqP3l9iZnc;29815.0;88.0;2.0;17.0;15000000.0;4439063.0;0;R;277;Winter;0.1557;29.666666666666668;False;H;0.1588832833832834;0.11916718614718615;9.0;4.0;0.33527142857142866;0.4186153846153846;13.0;1.0;0.24707735597735603;0.26889128538128537;7.0;6.5;5.0;2.0
Brendan Fraser, Keri Russell, Harrison Ford, Meredith Droeger;Tom Vaughan;Drama;tt1244659;Extraordinary Measures;6.5;106.0;15489.0;2010.0;22 January 2010 (USA);318;cmnMdwYAhTY;156289.0;112.0;9.0;24.0;31000000.0;11854694.0;0;PG;2549;Winter;0.1557;11.3;False;G;0.4126465201465202;0.487171592775041;10.0;3.0;0.45398823529411775;0.5672157894736842;14.0;3.0;0.433317377720319;0.5271936911243627;3.75;5.0;7.0;10.0
Helen Mirren, Joe Pesci, Sergio Peris-Mencheta, Gina Gershon;Taylor Hackford;Biography, Comedy, Drama;tt1125929;Love Ranch;5.6;117.0;2702.0;2010.0;6 January 2011 (Netherlands);363;Or9cEl60BLo;53215.0;76.0;22.0;32.0;25000000.0;134904.0;0;R;11;Winter;0.1557;3.347826086956522;False;I;0.18367838541666676;0.2111548913043478;12.0;4.0;0.27494090909090907;0.29775526315789486;16.0;6.0;0.2293096472537879;0.2544550772311213;2.4285714285714284;2.4285714285714284;2.3333333333333335;3.0
Angourie Rice, Justice Smith, Debby Ryan, Jeni Ross;Michael Sucsy;Drama, Fantasy, Romance;tt7026672;Every Day;6.4;97.0;10522.0;2018.0;23 February 2018 (USA);528;tqoAMfe_rPM;3321220.0;34760.0;895.0;3241.0;4900000.0;6102076.0;0;PG-13;4;Winter;0.1557;38.79575892857143;True;H;0.24754418667356035;0.22914580153572384;853.0;252.0;0.3685882039573819;0.5111744606142652;1022.0;292.0;0.30806619531547114;0.3701601310749945;3.491467576791809;3.553956834532374;4.4066985645933014;5.699186991869919
Michael Joiner, Michael Higgenbottom, Louis Gossett Jr., Joy Parmer Moore;David G. Evans;Drama;tt1544600;The Grace Card;6.6;101.0;2461.0;2010.0;25 February 2011 (USA);612;OUre1xqqRn8;75948.0;252.0;6.0;12.0;200000.0;2428241.0;0;PG-13;352;Winter;0.1557;36.142857142857146;True;H;0.5004166666666666;0.5060515873015873;5.0;0.0;0.5448;0.6304026315789474;9.0;1.0;0.5226083333333333;0.5682271094402673;5.0;4.5;8.0;7.0
Natalie Alyn Lind, Michael Rooker, Emily Alyn Lind, Nick Searcy;Jeb Stuart;Drama;tt1210039;Blood Done Sign My Name;6.6;128.0;493.0;2010.0;19 February 2010 (USA);745;8eqF_RDifpg;79336.0;8.0;7.0;6.0;10000000.0;82739.0;0;PG-13;95;Winter;0.1557;1.125;False;I;0.30527777777777776;0.30527777777777776;3.0;0.0;0.091975;-0.04890000000000001;2.0;2.0;0.1986263888888889;0.12818888888888888;1.0;1.0;1.0;1.0
Letoya Luckett, Durrell Babbs, Tammy Townsend, Carlos Davis;Stan Foster;Drama, Music, Romance;tt1328913;Preacher's Kid;5.1;110.0;727.0;2010.0;29 January 2010 (USA);1037;iN9mwYe43y0;250029.0;710.0;50.0;27.0;7000000.0;514522.0;0;PG-13;109;Winter;0.1557;13.941176470588236;False;I;0.23078187003968254;0.21982990244708991;11.0;5.0;0.22234999999999996;0.1076866666666666;12.0;4.0;0.22656593501984124;0.16375828455687824;2.6;2.2;2.2;1.75
Ryan O'Nan, America Ferrera, Wilmer Valderrama, Jason Ritter;Ryan Piers Williams;Drama;tt1322264;The Dry Land;5.6;92.0;456.0;2010.0;24 January 2010 (USA);1101;QxtMS-CF9Mo;31963.0;53.0;1.0;4.0;1000000.0;7351.0;0;R;5;Winter;0.1557;27.0;False;I;-0.09999999999999998;-0.09999999999999998;1.0;1.0;-0.06555;-0.06555;1.0;1.0;-0.08277499999999999;-0.08277499999999999;1.0;1.0;1.0;1.0
Andrew Dickler, Ben York Jones, Marguerite Moreau, Nicole Vicius;Drake Doremus;Comedy, Drama;tt1535568;Douchebag;6.2;81.0;144.0;2010.0;22 January 2010 (USA);1117;sbtIdPPnv40;16235.0;25.0;3.0;4.0;500000.0;18117.0;0;Not Rated;6;Winter;0.1557;6.5;False;I;0.5965909090909092;0.5965909090909092;2.0;0.0;0.044625000000000026;0.044625000000000026;2.0;2.0;0.3206079545454546;0.3206079545454546;1.0;1.0;1.0;1.0
Fernanda Andrade, Simon Quarterman, Evan Helmuth, Ionut Grama;William Brent Bell;Horror;tt1560985;The Devil Inside;4.2;83.0;33145.0;2012.0;6 January 2012 (USA);1589;MVpcszlYT7s;4506010.0;2918.0;297.0;1021.0;750000.0;53261944.0;0;R;2551;Winter;0.1557;9.795302013422818;True;E;0.023826632936339905;0.009970555633586379;311.0;297.0;-0.07610028530670469;-0.026410473815461338;329.0;372.0;-0.026136826185182392;-0.008219959090937479;0.8847184986595175;0.873972602739726;0.8427672955974843;0.6032388663967612
Dario Deak, John Savage, Tyrone Power Jr., Penny Vital;Catherine C. Pirotta;Thriller;tt0818098;Dreamkiller;5.1;110.0;104.0;2010.0;19 February 2010 (USA);1779;mksy3QGrilc;30262.0;214.0;8.0;38.0;2500000.0;15514.0;0;R;3;Winter;0.1557;23.88888888888889;False;I;-0.00584694691273638;0.10257856594881913;12.0;7.0;-0.04775833333333332;0.2924678899082569;11.0;13.0;-0.02680264012303485;0.19752322792853802;0.8571428571428571;0.7857142857142857;0.8333333333333334;0.9
Nicholas Hoult, Felicity Jones, Anthony Hopkins, Ben Kingsley;Eran Creevy;Action, Crime, Thriller;tt2126235;Collide;5.7;99.0;12707.0;2016.0;24 February 2017 (USA);3043;p7yt_t3nZKA;3379693.0;8096.0;826.0;940.0;21500000.0;2280004.0;0;PG-13;2045;Winter;0.1557;9.790810157194679;False;H;0.12403944641237952;0.009131735955236734;238.0;127.0;0.11995890052356006;0.12201992924528303;231.0;151.0;0.12199917346796979;0.06557583260025988;1.5263157894736843;1.5774647887323943;1.7735849056603774;1.294871794871795
Alex Pettyfer, Timothy Olyphant, Dianna Agron, Teresa Palmer;D.J. Caruso;Action, Adventure, Sci-Fi;tt1464540;I Am Number Four;6.1;111.0;214642.0;2011.0;18 February 2011 (USA);50;CfMMosvPHfQ;1994934.0;8715.0;251.0;591.0;60000000.0;55100437.0;0;PG-13;3156;Winter;0.1557;34.58730158730159;False;E;0.2402323956881491;0.2955705349341489;218.0;93.0;0.2121154639175258;0.1451450747094632;272.0;116.0;0.22617392980283746;0.22035780482180606;2.3333333333333335;2.1327433628318584;2.5060240963855422;2.491228070175439
Nicolas Cage, Amber Heard, William Fichtner, Billy Burke;Patrick Lussier;Action, Fantasy, Thriller;tt1502404;Drive Angry;5.4;104.0;89010.0;2011.0;25 February 2011 (USA);88;jouaan70m4c;450459.0;668.0;129.0;165.0;50000000.0;10706786.0;0;R;2290;Winter;0.1557;5.1461538461538465;False;G;0.056750126683068614;0.033912483385083826;67.0;52.0;0.12933543307086626;0.1336895238095238;76.0;51.0;0.09304277987696744;0.08380100359730382;1.4807692307692308;1.52;1.5813953488372092;1.5862068965517242
Tilda Swinton, John C. Reilly, Ezra Miller, Jasper Newell;Lynne Ramsay;Drama, Mystery, Thriller;tt1242460;We Need to Talk About Kevin;7.5;112.0;120119.0;2011.0;3 February 2012 (Turkey);105;Mmf42pkfgZw;579578.0;1855.0;56.0;186.0;7000000.0;1738692.0;0;R;80;Winter;0.1557;32.56140350877193;False;H;0.18705144776339544;0.11348991831694115;56.0;23.0;0.14798152173913048;-0.018976015367727785;59.0;33.0;0.16751648475126296;0.04725695147460668;1.7647058823529411;1.7058823529411764;1.8518518518518519;2.0
Felicity Jones, Anton Yelchin, Jennifer Lawrence, Charlie Bewley;Drake Doremus;Drama, Romance;tt1758692;Like Crazy;6.7;86.0;55027.0;2011.0;27 January 2012 (UK);132;qvf52Z5w_kI;413572.0;905.0;32.0;42.0;250000.0;3413908.0;0;PG-13;162;Winter;0.1557;27.454545454545453;True;H;0.16671111111111112;0.3618954545454546;10.0;5.0;0.15319583333333334;0.23591111111111113;16.0;8.0;0.15995347222222223;0.2989032828282828;1.8888888888888888;1.8888888888888888;1.7777777777777777;1.4285714285714286
Jason Statham, Ben Foster, Donald Sutherland, Tony Goldwyn;Simon West;Action, Crime, Thriller;tt0472399;The Mechanic;6.6;93.0;138791.0;2011.0;28 January 2011 (USA);163;G-P3f_wDXvs;9970668.0;32686.0;1198.0;1777.0;40000000.0;29121498.0;1;R;2704;Winter;0.1557;27.261884904086738;False;F;0.22654001231198254;0.24970873816614597;527.0;183.0;0.175602432778489;0.2159732416591524;509.0;272.0;0.20107122254523577;0.23284098991264918;1.8681318681318682;1.9192307692307693;2.0995260663507107;1.8439716312056738
Thomas Horn, Tom Hanks, Sandra Bullock, Max von Sydow;Stephen Daldry;Adventure, Drama, Mystery;tt0477302;Extremely Loud & Incredibly Close;6.9;129.0;91963.0;2011.0;20 January 2012 (USA);174;jgp8rR2fykU;430095.0;1379.0;52.0;125.0;40000000.0;31847881.0;0;PG-13;2630;Winter;0.1557;26.037735849056602;False;F;0.10064995691579613;0.17158085779646914;36.0;27.0;0.08519305555555556;0.2560878440366973;41.0;31.0;0.09292150623567585;0.21383435091658323;1.3125;1.3666666666666667;1.6521739130434783;1.3529411764705883
Colin O'Donoghue, Anthony Hopkins, Ciarán Hinds, Alice Braga;Mikael Håfström;Drama, Horror, Mystery;tt1161864;The Rite;6.0;114.0;84240.0;2011.0;28 January 2011 (USA);186;_hG3ktopqv8;3150283.0;3536.0;277.0;1513.0;37000000.0;33047633.0;0;PG-13;2985;Winter;0.1557;12.723021582733812;False;F;0.1393604414146753;0.14111477556154695;610.0;334.0;0.08519218146718131;0.15638748221906118;588.0;448.0;0.11227631144092831;0.14875112889030406;1.311804008908686;1.3210161662817552;1.3763440860215055;1.3467153284671534
Gina Carano, Ewan McGregor, Michael Fassbender, Michael Angarano;Steven Soderbergh;Action, Drama, Thriller;tt1506999;Haywire;5.8;93.0;77952.0;2011.0;20 January 2012 (USA);210;OpffbDjWlog;1368215.0;1799.0;242.0;753.0;23000000.0;18942396.0;0;R;2441;Winter;0.1557;7.407407407407407;False;G;0.1046054379514234;0.13754224693407183;302.0;184.0;0.039724015009380845;0.08556897038081807;292.0;241.0;0.07216472648040212;0.11155560865744495;1.2107438016528926;1.2130434782608697;1.2391304347826086;1.037037037037037
Nicolas Cage, Ron Perlman, Claire Foy, Stephen Campbell Moore;Dominic Sena;Action, Adventure, Fantasy;tt0479997;Season of the Witch;5.4;95.0;84410.0;2011.0;7 January 2011 (USA);214;uSbWTgIoz4g;147195.0;291.0;20.0;32.0;40000000.0;24827228.0;0;PG-13;2827;Winter;0.1557;13.904761904761905;False;F;0.2404017857142857;0.29290407509157507;12.0;6.0;0.24121;0.3311285714285714;12.0;8.0;0.24080589285714285;0.3120163232600732;1.4444444444444444;1.625;1.8571428571428572;3.6666666666666665
Seth Rogen, Jay Chou, Christoph Waltz, Cameron Diaz;Michel Gondry;Action, Comedy, Crime;tt0990407;The Green Hornet;5.8;119.0;146914.0;2011.0;14 January 2011 (USA);226;PMA-taGtfXs;2439121.0;3245.0;302.0;1499.0;120000000.0;98780042.0;0;PG-13;3584;Winter;0.1557;10.712871287128714;False;D;0.12564229915291786;0.12475409598713397;629.0;365.0;0.12621580952380948;0.11235954716981131;631.0;419.0;0.12592905433836366;0.11855682157847264;1.5047619047619047;1.5623409669211197;1.6488095238095237;1.4457831325301205
Nicolas Cage, Ciarán Hinds, Idris Elba, Violante Placido;Mark Neveldine, Brian Taylor;Action, Fantasy, Thriller;tt1071875;Ghost Rider: Spirit of Vengeance;4.3;96.0;101351.0;2011.0;17 February 2012 (USA);230;ZFHyPLaENRE;1134888.0;3817.0;192.0;378.0;57000000.0;51774002.0;1;PG-13;3174;Winter;0.1557;19.78238341968912;False;E;0.2753108908554682;0.07802212114321665;104.0;28.0;0.09875977653631292;-0.006019176136363627;106.0;73.0;0.18703533369589057;0.03600147250342651;1.445945945945946;1.5;1.4262295081967213;1.5161290322580645
Minka Kelly, Leighton Meester, Cam Gigandet, Aly Michalka;Christian E. Christiansen;Drama, Thriller;tt1265990;The Roommate;4.9;91.0;32437.0;2011.0;4 February 2011 (USA);258;7NX30f8b1Oo;1111743.0;2573.0;201.0;465.0;16000000.0;37300107.0;0;PG-13;2534;Winter;0.1557;12.742574257425742;True;F;0.087661115586082;-0.03373078979584936;133.0;102.0;0.0707143426294821;-0.06686978754051133;138.0;113.0;0.07918772910778205;-0.05030028866818034;1.219298245614035;1.209090909090909;1.3253012048192772;1.4074074074074074
Channing Tatum, Jamie Bell, Donald Sutherland, István Göz;Kevin Macdonald;Action, Adventure, Drama;tt1034389;The Eagle;6.2;114.0;60414.0;2011.0;11 February 2011 (USA);272;Yx4bnwvGmKM;5186726.0;5017.0;573.0;2640.0;25000000.0;19490041.0;0;PG-13;2296;Winter;0.1557;8.742160278745645;False;G;0.12066760691560775;0.1314241312845513;1106.0;577.0;0.09266868163500294;0.083872037470726;1000.0;737.0;0.10666814427530535;0.10764808437763865;1.3563685636856369;1.387374461979914;1.4832451499118167;1.35
Vince Vaughn, Kevin James, Winona Ryder, Jennifer Connelly;Ron Howard;Comedy, Drama;tt1578275;The Dilemma;5.3;111.0;47663.0;2011.0;14 January 2011 (USA);332;TU8JFk7aXyA;3722713.0;2893.0;233.0;844.0;70000000.0;48475290.0;0;PG-13;2943;Winter;0.1557;12.367521367521368;False;E;0.14144857841737432;0.11425156774763004;332.0;179.0;0.08601421052631576;0.1204675;324.0;246.0;0.11373139447184505;0.11735953387381502;1.3157894736842106;1.3096234309623431;1.436842105263158;1.3405797101449275
Rhys Wakefield, Allison Cratchley, Christopher James Baker, Richard Roxburgh;Alister Grierson;Adventure, Drama, Thriller;tt0881320;Sanctum;5.9;108.0;50736.0;2011.0;4 February 2011 (USA);346;OgW7L2uq2VM;966520.0;940.0;121.0;232.0;30000000.0;23070045.0;0;R;2789;Winter;0.1557;7.713114754098361;False;F;0.1712912470870445;0.177419119520619;100.0;45.0;0.2243822784810127;0.29602015810276683;107.0;51.0;0.1978367627840286;0.23671963881169292;2.076923076923077;2.204081632653061;2.3333333333333335;2.193548387096774
Martin Lawrence, Brandon T. Jackson, Jessica Lucas, Michelle Ang;John Whitesell;Action, Comedy, Crime;tt1464174;Big Mommas: Like Father, Like Son;4.4;107.0;23022.0;2011.0;18 February 2011 (USA);348;e3J29PNvIhY;726400.0;2630.0;179.0;9.0;32000000.0;37915414.0;1;PG-13;2821;Winter;0.1557;14.616666666666667;True;F;1.0;1.0;1.0;0.0;0.6825;0.6825;1.0;0.0;0.84125;0.84125;2.0;2.0;2.0;2.0
Woody Harrelson, Ben Foster, Sigourney Weaver, Jon Bernthal;Oren Moverman;Crime, Drama;tt1640548;Rampart;5.8;108.0;21766.0;2011.0;24 February 2012 (UK);370;vpte72HaLRE;669773.0;1139.0;805.0;289.0;12000000.0;969239.0;0;R;106;Winter;0.1557;1.41439205955335;False;I;0.13635577904819804;0.1873927316771471;99.0;63.0;0.1032231213872832;0.0037857142857143085;102.0;71.0;0.11978945021774062;0.0955892229814307;1.4305555555555556;1.4852941176470589;1.4576271186440677;1.2222222222222223
Vera Farmiga, Joshua Leonard, Dagmara Dominczyk, Norbert Leo Butz;Vera Farmiga;Drama;tt1562568;Higher Ground;6.3;109.0;2830.0;2011.0;1 March 2012 (New Zealand);427;IRpFKwJHQ7g;339512.0;473.0;75.0;121.0;2500000.0;841206.0;0;R;81;Winter;0.1557;6.2368421052631575;False;I;0.23520309307820195;0.24288272520376217;66.0;16.0;0.3281719101123596;0.419075;66.0;23.0;0.2816875015952808;0.3309788626018811;2.7916666666666665;2.7083333333333335;2.5454545454545454;4.363636363636363
Adam Brooks, Matthew Kennedy, Conor Sweeney, Amy Groening;Adam Brooks, Jeremy Gillespie, Matthew Kennedy, Steven Kostanski, Conor Sweeney;Action, Comedy, Horror;tt1727261;Father's Day;6.0;99.0;2425.0;2011.0;11 January 2014 (Japan);517;xsQfKt08Xlk;29708.0;160.0;9.0;15.0;10000.0;28681080.0;0;Not Rated;2507;Winter;0.1557;16.1;True;F;0.05991203703703705;-0.03590918803418803;4.0;2.0;0.08746666666666666;-0.09653030303030306;5.0;4.0;0.07368935185185185;-0.06621974553224555;1.2;1.2;1.5;0.6666666666666666
Adepero Oduye, Kim Wayans, Aasha Davis, Pernell Walker;Dee Rees;Drama;tt1233334;Pariah;7.2;86.0;5331.0;2011.0;20 January 2011 (USA);546;rbBiTlGhrPY;158055.0;856.0;24.0;52.0;450000.0;758099.0;0;R;24;Winter;0.1557;34.28;True;I;0.33002551020408166;0.3307001133786848;17.0;4.0;0.26604782608695654;0.33044823151125396;16.0;7.0;0.2980366681455191;0.3305741724449694;2.125;2.125;1.875;1.8571428571428572
Sarah Kazemy, Nikohl Boosheri, Reza Sixo Safai, Soheil Parsa;Maryam Keshavarz;Drama;tt1684628;Circumstance;5.9;107.0;6975.0;2011.0;8 February 2012 (France);634;f_Et4_aeUho;242897.0;1086.0;43.0;111.0;900000.0;441404.0;0;R;31;Winter;0.1557;24.704545454545453;False;I;0.2450333049886621;0.21814219006568142;20.0;8.0;0.1553542857142857;0.07661501976284586;22.0;13.0;0.2001937953514739;0.14737860491426363;1.6428571428571428;1.6153846153846154;1.8;2.3333333333333335
